tree   x   y   rad   votes   z_min   z_max   points
23   4.6546   7.42173   0.125   25   4.4   4.9   103   
23   4.6606   7.44673   0.125   21   4.9   5.4   90   
23   4.66685   7.47173   0.125   23   5.4   5.9   85   
23   4.67825   7.52173   0.125   20   5.9   6.4   89   
23   4.67896   7.54673   0.1   18   6.4   6.9   69   
23   4.69746   7.57173   0.1   16   6.9   7.4   65   
23   4.70057   7.59673   0.1   14   7.4   7.9   66   
23   4.70694   7.6312   0.1   15   7.9   8.4   75   
23   4.72343   7.65267   0.1   15   8.4   8.9   68   
23   4.71634   7.69673   0.1   14   8.9   9.4   46   
23   4.72501   7.74673   0.1   15   9.4   9.9   41   
23   4.75001   7.72173   0.1   13   9.9   10.4   47   
23   4.80287   7.77173   0.1   10   10.4   10.9   43   
23   4.77501   7.82173   0.1   13   10.9   11.4   40   
23   4.76312   7.84673   0.1   10   11.4   11.9   38   
23   4.75414   7.86092   0.1   9   11.9   12.4   32   
23   4.73571   7.86465   0.1   8   12.4   12.9   32   
23   4.76046   7.90369   0.075   9   12.9   13.4   24   
23   4.74934   7.87957   0.05   8   13.4   13.9   27   
23   4.80368   7.84514   0.075   6   13.9   14.4   27   
23   4.70361   7.98957   0.05   5   14.4   14.9   25   
23   4.78913   8.01006   0.075   4   14.9   15.4   13   
23   5.16088   7.15536   0.025   3   15.4   15.9   11   
23   4.31625   7.12847   0.025   3   15.9   16.4   18   
23   4.79088   7.0177   0.025   3   16.4   16.9   17   
23   4.7812   6.79279   0.05   3   16.9   17.4   11   
23   4.32166   7.79364   0.075   4   17.4   17.9   16   
23   4.00298   7.59262   0.05   3   17.9   18.4   15   
23   4.9933   7.39587   0.025   3   18.4   18.9   24   
23   4.10603   7.1337   0.05   4   18.9   19.4   37   
23   4.62639   7.27754   0.05   3   19.4   19.9   23   
23   4.27845   6.84088   0.05   3   19.9   20.4   16   
23   5.23473   6.99048   0.025   3   20.4   20.9   36   
23   4.44216   7.34168   0.05   3   20.9   21.4   29   
23   4.29369   7.38532   0.025   3   21.4   21.9   32   
23   4.21683   7.73866   0.025   3   21.9   22.4   23   
24   7.39655   -4.92848   0.2   28   -0.6   -0.1   221   
24   7.38783   -4.92281   0.2   24   -0.1   0.4   214   
24   7.39063   -4.87502   0.2   27   0.4   0.9   195   
24   7.3892   -4.85952   0.2   22   0.9   1.4   198   
24   7.37452   -4.81313   0.175   17   1.4   1.9   184   
24   7.40272   -4.79864   0.175   30   1.9   2.4   162   
24   7.42966   -4.777   0.2   30   2.4   2.9   166   
24   7.421   -4.75926   0.175   29   2.9   3.4   141   
24   7.43838   -4.73591   0.175   28   3.4   3.9   135   
24   7.45966   -4.73783   0.175   36   3.9   4.4   126   
24   7.48164   -4.69185   0.175   29   4.4   4.9   116   
24   7.49048   -4.68486   0.175   33   4.9   5.4   121   
24   7.5105   -4.68532   0.175   31   5.4   5.9   114   
24   7.53736   -4.68358   0.175   30   5.9   6.4   144   
24   7.54878   -4.68116   0.175   24   6.4   6.9   85   
24   7.57501   -4.65328   0.175   24   6.9   7.4   92   
24   7.57501   -4.65328   0.175   20   7.4   7.9   72   
24   7.60001   -4.63364   0.175   20   7.9   8.4   64   
24   7.60001   -4.62827   0.15   18   8.4   8.9   63   
24   7.62501   -4.62827   0.175   21   8.9   9.4   73   
24   7.62501   -4.62525   0.15   16   9.4   9.9   58   
24   7.66825   -4.60728   0.175   15   9.9   10.4   50   
24   7.69448   -4.60328   0.15   17   10.4   10.9   47   
24   7.70001   -4.60328   0.175   16   10.9   11.4   42   
24   7.70001   -4.60263   0.15   14   11.4   11.9   50   
24   7.74085   -4.60999   0.175   11   11.9   12.4   39   
24   7.74332   -4.60328   0.15   12   12.4   12.9   36   
24   7.71901   -4.6023   0.15   13   12.9   13.4   40   
24   7.73547   -4.60985   0.15   13   13.4   13.9   39   
24   7.66905   -4.60328   0.1   10   13.9   14.4   39   
24   7.72779   -4.62827   0.1   8   14.4   14.9   32   
24   7.6557   -4.47459   0.1   7   14.9   15.4   41   
24   7.65   -4.70506   0.05   7   15.4   15.9   39   
24   7.6795   -4.5463   0.075   6   15.9   16.4   27   
24   6.70084   -4.7385   0.05   5   16.4   16.9   42   
24   7.60836   -4.54372   0.075   4   16.9   17.4   38   
24   7.67621   -5.46322   0.05   5   17.4   17.9   37   
24   7.66294   -4.55001   0.075   6   17.9   18.4   18   
24   7.60554   -4.62269   0.05   4   18.4   18.9   41   
24   6.71727   -4.94904   0.075   4   18.9   19.4   38   
24   7.67394   -4.7025   0.075   4   19.4   19.9   29   
24   7.89086   -5.19456   0.075   3   19.9   20.4   10   
24   7.0583   -4.3952   0.075   3   20.9   21.4   11   
24   6.78013   -4.4725   0.025   3   21.4   21.9   18   
24   7.47583   -4.61925   0.05   3   22.4   22.9   8   
25   -4.52568   -7.83655   0.1   13   -0.6   -0.1   101   
25   -4.54784   -7.81765   0.1   19   -0.1   0.4   91   
25   -4.53566   -7.82435   0.1   12   0.4   0.9   82   
25   -4.56256   -7.80085   0.1   15   0.9   1.4   81   
25   -4.57435   -7.81524   0.1   17   1.4   1.9   96   
25   -4.56039   -7.80081   0.1   20   1.9   2.4   93   
25   -4.57265   -7.81172   0.1   18   2.4   2.9   93   
25   -4.57562   -7.78629   0.1   15   2.9   3.4   103   
25   -4.58166   -7.78954   0.075   12   3.4   3.9   89   
25   -4.5901   -7.79178   0.075   16   3.9   4.4   82   
25   -4.59153   -7.79937   0.075   12   4.4   4.9   79   
25   -4.57758   -7.78377   0.075   16   4.9   5.4   87   
25   -4.61084   -7.76452   0.075   13   5.4   5.9   93   
25   -4.62302   -7.78645   0.075   13   5.9   6.4   85   
25   -4.62718   -7.79206   0.075   11   6.4   6.9   73   
25   -4.65273   -7.76126   0.075   16   6.9   7.4   89   
25   -4.63229   -7.7477   0.075   13   7.4   7.9   65   
25   -4.66627   -7.76945   0.075   13   7.9   8.4   53   
25   -4.66475   -7.70232   0.075   13   8.4   8.9   68   
25   -4.67409   -7.70634   0.075   11   8.9   9.4   101   
25   -4.67672   -7.72768   0.075   13   9.4   9.9   63   
25   -4.6673   -7.70188   0.075   10   9.9   10.4   70   
25   -4.68769   -7.67362   0.075   12   10.4   10.9   46   
25   -4.69602   -7.65328   0.075   10   10.9   11.4   35   
25   -4.62564   -7.63917   0.075   9   11.4   11.9   45   
25   -4.72375   -7.61814   0.075   9   11.9   12.4   39   
25   -4.76784   -7.6559   0.075   7   12.4   12.9   43   
25   -4.72268   -7.58373   0.075   8   12.9   13.4   62   
25   -4.67521   -7.60298   0.025   6   13.4   13.9   51   
25   -4.69015   -7.53604   0.05   6   13.9   14.4   36   
25   -4.82117   -7.47584   0.05   6   14.4   14.9   41   
25   -4.69907   -7.49178   0.075   6   14.9   15.4   43   
25   -4.688   -7.55516   0.075   6   15.4   15.9   54   
25   -4.72256   -7.52927   0.075   6   15.9   16.4   43   
25   -4.80915   -7.4922   0.05   4   16.4   16.9   59   
25   -5.13259   -7.83723   0.075   5   16.9   17.4   41   
25   -4.82817   -7.37878   0.075   6   17.4   17.9   50   
25   -4.72752   -7.14891   0.075   6   17.9   18.4   36   
25   -4.67474   -7.59559   0.05   4   18.4   18.9   58   
25   -3.9949   -7.79579   0.075   5   18.9   19.4   42   
25   -4.49629   -7.4921   0.05   4   19.4   19.9   46   
25   -4.97192   -7.32974   0.075   3   19.9   20.4   22   
25   -4.5769   -8.46126   0.05   4   20.4   20.9   16   
25   -4.44351   -7.80328   0.025   3   21.4   21.9   5   
26   -7.42135   -4.73647   0.1   16   -0.6   -0.1   118   
26   -7.36796   -4.71517   0.1   14   -0.1   0.4   119   
26   -7.34846   -4.66666   0.1   12   0.4   0.9   96   
26   -7.33431   -4.58067   0.1   18   0.9   1.4   103   
26   -7.33259   -4.55318   0.1   21   1.4   1.9   100   
26   -7.32885   -4.51286   0.125   16   1.9   2.4   94   
26   -7.2493   -4.48233   0.1   22   2.4   2.9   86   
26   -7.24813   -4.44201   0.1   20   2.9   3.4   106   
26   -7.23036   -4.41701   0.1   13   3.4   3.9   103   
26   -7.19984   -4.34194   0.1   17   3.9   4.4   112   
26   -7.17484   -4.32078   0.1   19   4.4   4.9   106   
26   -7.12484   -4.29201   0.1   17   4.9   5.4   93   
26   -7.12484   -4.26701   0.1   18   5.4   5.9   88   
26   -7.07484   -4.19201   0.1   17   5.9   6.4   85   
26   -7.04984   -4.16701   0.1   17   6.4   6.9   74   
26   -7.04984   -4.14201   0.1   21   6.9   7.4   83   
26   -6.99035   -4.11701   0.1   13   7.4   7.9   66   
26   -6.97484   -4.06701   0.1   14   7.9   8.4   56   
26   -6.94984   -4.01701   0.075   11   8.4   8.9   41   
26   -6.97484   -3.99201   0.075   7   8.9   9.4   24   
26   -6.94984   -4.01701   0.075   7   9.4   9.9   12   
26   -6.92484   -4.01701   0.05   5   9.9   10.4   6   
26   -7.4253   -4.06701   0.025   5   10.4   10.9   15   
26   -6.97484   -4.26701   0.05   4   13.9   14.4   8   
26   -6.94984   -5.0268   0.075   3   16.9   17.4   8   
26   -7.19234   -5.15705   0.05   4   17.4   17.9   21   
26   -7.66492   -4.85859   0.05   5   17.9   18.4   48   
26   -7.54835   -4.95675   0.075   4   18.4   18.9   58   
26   -7.67375   -5.13527   0.025   4   18.9   19.4   34   
26   -7.26942   -4.31057   0.05   5   19.4   19.9   61   
26   -7.08248   -5.105   0.075   5   19.9   20.4   23   
26   -7.01302   -4.81636   0.05   3   20.4   20.9   19   
26   -7.48733   -4.26794   0.075   4   20.9   21.4   26   
26   -7.36469   -5.12519   0.025   3   21.4   21.9   17   
27   4.75869   4.26455   0.125   22   -0.6   -0.1   119   
27   4.73348   4.31343   0.125   19   -0.1   0.4   111   
27   4.69056   4.33612   0.1   18   0.4   0.9   103   
27   4.66522   4.37416   0.1   20   0.9   1.4   93   
27   4.65794   4.41288   0.125   21   1.4   1.9   107   
27   4.65681   4.467   0.125   22   1.9   2.4   119   
27   4.65872   4.49902   0.125   19   2.4   2.9   113   
27   4.64895   4.54988   0.1   13   2.9   3.4   115   
27   4.61787   4.62363   0.075   11   3.4   3.9   129   
27   4.62491   4.67561   0.075   14   3.9   4.4   124   
27   4.63705   4.73299   0.075   18   4.4   4.9   128   
27   4.64038   4.75799   0.075   16   4.9   5.4   121   
27   4.65232   4.83299   0.075   14   5.4   5.9   109   
27   4.65061   4.88299   0.075   15   5.9   6.4   111   
27   4.65775   4.93299   0.075   11   6.4   6.9   101   
27   4.65901   4.95799   0.075   14   6.9   7.4   89   
27   4.65159   4.98299   0.075   13   7.4   7.9   89   
27   4.6747   5.03299   0.075   16   7.9   8.4   80   
27   4.90327   4.48299   0.05   8   8.4   8.9   48   
27   4.6195   5.05799   0.05   7   8.9   9.4   45   
27   4.91075   4.53605   0.075   10   9.4   9.9   46   
27   4.81789   4.47518   0.05   9   9.9   10.4   62   
27   4.85827   4.52929   0.05   10   10.4   10.9   64   
27   4.85016   4.54682   0.05   9   10.9   11.4   36   
27   4.87624   4.59466   0.025   7   11.4   11.9   29   
27   4.85016   4.57535   0.025   7   11.9   12.4   28   
27   4.85726   4.59888   0.025   7   12.4   12.9   30   
27   4.82772   4.61139   0.05   7   12.9   13.4   33   
27   4.33965   4.96506   0.05   4   13.4   13.9   26   
27   4.83826   4.69533   0.05   5   13.9   14.4   22   
27   4.84023   4.73343   0.05   6   14.4   14.9   26   
27   4.85101   4.80112   0.05   5   14.9   15.4   37   
27   4.86815   4.80772   0.05   5   15.4   15.9   29   
27   4.44575   5.0652   0.075   5   15.9   16.4   33   
27   4.12774   4.50798   0.025   4   16.4   16.9   36   
27   4.0771   4.24817   0.05   4   16.9   17.4   32   
27   4.28886   4.27727   0.075   5   17.4   17.9   35   
27   5.00709   4.60634   0.075   5   17.9   18.4   51   
27   4.13442   4.30501   0.05   4   18.4   18.9   57   
27   4.97438   4.21149   0.075   4   18.9   19.4   21   
27   4.30688   4.70037   0.025   3   19.4   19.9   21   
27   3.98571   4.50492   0.025   3   19.9   20.4   41   
27   4.03702   4.40799   0.025   3   20.4   20.9   10   
27   4.55114   4.75799   0.05   5   20.9   21.4   15   
28   7.66708   4.28498   0.075   12   -0.6   -0.1   60   
28   7.65018   4.29143   0.075   9   -0.1   0.4   74   
28   7.64171   4.32194   0.075   14   0.4   0.9   77   
28   7.62383   4.34854   0.075   13   0.9   1.4   77   
28   7.61147   4.35646   0.075   12   1.4   1.9   79   
28   7.57603   4.38958   0.075   16   1.9   2.4   71   
28   7.54406   4.42017   0.075   12   2.4   2.9   67   
28   7.53498   4.44852   0.075   14   2.9   3.4   70   
28   7.53391   4.51255   0.075   12   3.4   3.9   69   
28   7.53012   4.48053   0.075   11   3.9   4.4   67   
28   7.47011   4.55799   0.05   12   4.4   4.9   52   
28   7.50348   4.60799   0.075   12   4.9   5.4   64   
28   7.47366   4.55799   0.075   13   5.4   5.9   59   
28   7.42466   4.63299   0.075   12   5.9   6.4   72   
28   7.38173   4.68893   0.075   13   6.4   6.9   57   
28   7.35457   4.83986   0.075   10   6.9   7.4   78   
28   7.32742   4.8642   0.075   10   7.4   7.9   54   
28   7.33287   4.88785   0.075   11   7.9   8.4   51   
28   7.29326   4.97646   0.075   10   8.4   8.9   111   
28   7.32957   3.91711   0.075   8   8.9   9.4   263   
28   8.04117   4.32695   0.075   9   9.4   9.9   275   
28   8.03446   4.299   0.075   7   9.9   10.4   64   
28   7.35067   4.95799   0.075   4   10.4   10.9   6   
28   7.33117   4.75866   0.05   4   10.9   11.4   22   
28   7.44016   4.95799   0.05   3   11.4   11.9   7   
28   7.26172   4.88413   0.05   3   11.9   12.4   9   
28   7.15552   4.86065   0.075   5   12.4   12.9   29   
28   7.33084   3.82512   0.075   3   14.9   15.4   5   
28   7.31556   4.10034   0.075   6   15.4   15.9   27   
28   7.12725   4.02105   0.075   3   15.9   16.4   9   
28   7.88537   3.81587   0.075   5   16.4   16.9   29   
28   7.12741   3.9516   0.075   5   16.9   17.4   25   
28   8.18302   4.13733   0.075   5   17.4   17.9   31   
28   7.70242   4.00324   0.075   6   17.9   18.4   52   
28   7.06177   4.43523   0.05   4   18.4   18.9   18   
28   6.98489   4.45564   0.075   5   18.9   19.4   31   
28   6.9153   4.37183   0.075   6   19.4   19.9   35   
28   7.16613   3.85319   0.025   4   19.9   20.4   27   
29   -7.57601   -7.6875   0.075   10   -0.6   -0.1   80   
29   -7.62344   -7.64683   0.1   18   -0.1   0.4   73   
29   -7.63053   -7.60443   0.1   15   0.4   0.9   73   
29   -7.62609   -7.58746   0.1   16   0.9   1.4   63   
29   -7.61299   -7.55186   0.1   16   1.4   1.9   63   
29   -7.61847   -7.5173   0.1   15   1.9   2.4   60   
29   -7.62586   -7.51336   0.075   9   2.4   2.9   64   
29   -7.61475   -7.48161   0.075   13   2.9   3.4   67   
29   -7.6648   -7.44201   0.075   12   3.4   3.9   69   
29   -7.64994   -7.41701   0.075   11   3.9   4.4   47   
29   -7.64546   -7.39201   0.075   9   4.4   4.9   72   
29   -7.63723   -7.36701   0.075   16   4.9   5.4   86   
29   -7.64726   -7.29201   0.075   14   5.4   5.9   75   
29   -7.64715   -7.26701   0.075   15   5.9   6.4   61   
29   -7.64774   -7.21701   0.075   15   6.4   6.9   48   
29   -7.6405   -7.16701   0.075   15   6.9   7.4   54   
29   -7.644   -7.11701   0.075   14   7.4   7.9   46   
29   -7.65276   -7.09201   0.075   14   7.9   8.4   47   
29   -7.66361   -7.01701   0.075   12   8.4   8.9   45   
29   -7.64614   -6.99201   0.075   10   8.9   9.4   38   
29   -7.623   -6.91701   0.075   14   9.4   9.9   39   
29   -7.6091   -6.91701   0.075   9   9.9   10.4   30   
29   -7.57365   -6.84201   0.05   7   10.4   10.9   19   
29   -7.60419   -6.89201   0.025   5   10.9   11.4   13   
29   -7.45075   -8.03442   0.025   5   15.9   16.4   17   
29   -8.23096   -7.4772   0.05   6   16.4   16.9   101   
29   -7.98179   -8.15438   0.075   7   16.9   17.4   73   
29   -7.94264   -7.97464   0.075   6   17.4   17.9   98   
29   -8.07784   -7.35805   0.075   6   17.9   18.4   99   
29   -7.82792   -7.38981   0.075   5   18.4   18.9   36   
29   -7.78561   -7.53863   0.075   7   18.9   19.4   65   
29   -7.69584   -8.07432   0.075   4   19.4   19.9   25   
29   -7.38116   -7.53028   0.05   4   19.9   20.4   34   
29   -8.20639   -7.72627   0.025   3   20.4   20.9   15   
29   -7.51441   -7.86469   0.05   4   20.9   21.4   21   
29   -7.73036   -8.15064   0.075   3   21.4   21.9   8   
